Epoch,Loss,BAC
1,0.69238853,0.5036057692307693
2,0.69005275,0.5276442307692308
3,0.6858368,0.5564903846153846
4,0.67467517,0.6670673076923077
5,0.69456,0.5264423076923077
6,0.69618285,0.5528846153846154
7,0.7070477,0.5060096153846154
8,0.6836954,0.41346153846153844
9,0.71629447,0.5685096153846154
10,0.6785214,0.5396634615384616
11,0.6651832,0.6358173076923077
12,0.6679854,0.6286057692307692
13,0.66722804,0.6057692307692308
14,0.6651363,0.6213942307692308
15,0.6417319,0.625
16,0.6488032,0.6598557692307692
17,0.6405516,0.6298076923076923
18,0.62958384,0.6838942307692308
19,0.7624836,0.41947115384615385
20,0.6892871,0.6033653846153846
21,0.68012834,0.49158653846153844
22,0.71177566,0.5228365384615384
23,0.68329364,0.5
24,0.68354297,0.5
25,0.6882688,0.5
26,0.68319774,0.5
27,0.68052536,0.5192307692307693
28,0.684948,0.5204326923076923
29,0.6956838,0.4987980769230769
30,0.66861904,0.5913461538461539
31,0.6735458,0.5865384615384616
32,0.67715156,0.6213942307692308
33,0.66262233,0.5793269230769231
34,0.69400865,0.5324519230769231
35,0.69049966,0.5288461538461539
36,0.6561241,0.65625
37,0.61440825,0.7487980769230769
38,0.6683504,0.6021634615384616
39,0.66025156,0.640625
40,0.71092206,0.484375
41,0.68357235,0.5
42,0.6741677,0.5
43,0.6554476,0.5649038461538461
44,0.6483417,0.5877403846153846
45,0.66164434,0.5841346153846154
46,0.66152537,0.5877403846153846
47,0.69121987,0.5588942307692308
48,0.606966,0.6682692307692308
49,0.6177541,0.6298076923076923
50,0.67218965,0.5228365384615384
51,0.7166467,0.5132211538461539
52,0.6905814,0.5036057692307693
53,0.6631073,0.5
54,0.671656,0.5
55,0.6741092,0.5
56,0.6708369,0.5769230769230769
57,0.6247871,0.6153846153846154
58,0.6533164,0.65625
59,0.60224116,0.6598557692307692
60,0.6064646,0.625
61,0.70989573,0.5552884615384616
62,0.74773514,0.4122596153846154
63,0.74127525,0.3125
64,0.6961533,0.5
65,0.69325113,0.5
66,0.690575,0.5
67,0.6876956,0.5
68,0.6858017,0.5
69,0.68622077,0.5
70,0.6878247,0.5228365384615384
71,0.6613608,0.6033653846153846
72,0.65134954,0.5829326923076923
73,0.64320016,0.6983173076923077
74,0.6513203,0.671875
75,0.7102618,0.5108173076923077
76,0.69064593,0.5504807692307692
77,0.6451557,0.6947115384615384
78,0.6753031,0.6141826923076923
79,0.6785211,0.5600961538461539
80,0.64982367,0.6454326923076923
81,0.6844158,0.5564903846153846
82,0.6218886,0.703125
83,0.63219434,0.640625
84,0.644744,0.5721153846153846
85,0.6344218,0.6105769230769231
86,0.6241071,0.6141826923076923
87,0.69083464,0.5456730769230769
88,0.6966375,0.46875
89,0.69521415,0.5
90,0.68785983,0.5
91,0.68244636,0.5
92,0.67536664,0.5
93,0.67738265,0.5
94,0.66522,0.5492788461538461
95,0.6605428,0.6442307692307692
96,0.6800282,0.59375
97,0.6724168,0.5757211538461539
98,0.68539006,0.5300480769230769
99,0.662706,0.5036057692307693
100,0.6662388,0.5576923076923077
