Epoch,Loss,BAC
1,0.7128115,0.5252403846153846
2,0.67761105,0.5865384615384616
3,0.6623471,0.5949519230769231
4,0.69306844,0.5120192307692308
5,0.66469955,0.6490384615384616
6,0.6384451,0.6754807692307692
7,0.6688601,0.5757211538461539
8,0.6714368,0.5480769230769231
9,0.7007202,0.4362980769230769
10,0.6579282,0.5985576923076923
11,0.66726965,0.5757211538461539
12,0.6646161,0.5516826923076923
13,0.65632695,0.6286057692307692
14,0.6287641,0.6213942307692308
15,0.64329445,0.625
16,0.6583098,0.5985576923076923
17,0.58784676,0.7259615384615384
18,0.63318527,0.6754807692307692
19,0.66012627,0.5865384615384616
20,0.59539264,0.671875
21,0.6489475,0.5600961538461539
22,0.6394023,0.6754807692307692
23,0.6082752,0.7067307692307692
24,0.6712762,0.6394230769230769
25,0.6622225,0.6069711538461539
26,0.6039449,0.7524038461538461
27,0.642185,0.65625
28,0.6237681,0.6911057692307692
29,0.58340704,0.7800480769230769
30,0.6444448,0.6442307692307692
31,0.57079846,0.6826923076923077
32,0.6312717,0.6983173076923077
33,0.6049024,0.640625
34,0.53440535,0.7920673076923077
35,0.6229431,0.65625
36,0.6172776,0.6442307692307692
37,0.5561926,0.7067307692307692
38,0.6231157,0.6754807692307692
39,0.614938,0.6875
40,0.6687889,0.6141826923076923
41,0.67688984,0.5757211538461539
42,0.6309986,0.5805288461538461
43,0.6134243,0.640625
44,0.58782977,0.6802884615384616
45,0.5025137,0.7259615384615384
46,0.5118926,0.7536057692307692
47,0.6111578,0.6478365384615384
48,0.5843122,0.7067307692307692
49,0.5994551,0.6033653846153846
50,0.62229955,0.6526442307692308
51,0.60558933,0.6983173076923077
52,0.63617074,0.6069711538461539
53,0.59916776,0.671875
54,0.57991105,0.7295673076923077
55,0.59923387,0.6754807692307692
56,0.60419744,0.6875
57,0.655297,0.6514423076923077
58,0.598025,0.6875
59,0.57098126,0.7367788461538461
60,0.5493685,0.6838942307692308
