Epoch,Loss,BAC
1,0.6999772,0.49278846153846156
2,0.68462247,0.5997596153846154
3,0.6654652,0.6862980769230769
4,0.70907694,0.5012019230769231
5,0.6535485,0.7331730769230769
6,0.6532478,0.5925480769230769
7,0.5654871,0.7295673076923077
8,0.59558433,0.7091346153846154
9,0.6487742,0.6586538461538461
10,0.6089674,0.6394230769230769
11,0.667996,0.5228365384615384
12,0.6193789,0.6911057692307692
13,0.67453617,0.6045673076923077
14,0.65371245,0.4567307692307692
15,0.5929793,0.6670673076923077
16,0.6254188,0.6358173076923077
17,0.54655516,0.7055288461538461
18,0.592856,0.7067307692307692
19,0.66354704,0.6442307692307692
20,0.649202,0.65625
21,0.62227494,0.6983173076923077
22,0.61342674,0.7139423076923077
23,0.7026945,0.5132211538461539
24,0.59326506,0.7451923076923077
25,0.5227707,0.7211538461538461
26,0.67612773,0.6947115384615384
27,0.54496795,0.7560096153846154
28,0.5853314,0.7139423076923077
29,0.6395164,0.6334134615384616
30,0.57804984,0.6442307692307692
31,0.5979426,0.6862980769230769
32,0.6217929,0.6790865384615384
33,0.5556909,0.6526442307692308
34,0.4648953,0.6646634615384616
35,0.6580998,0.5757211538461539
36,0.5883782,0.6526442307692308
37,0.6073227,0.6634615384615384
38,0.64321834,0.6334134615384616
39,0.6450925,0.6334134615384616
40,0.581744,0.7451923076923077
41,0.5179878,0.7752403846153846
42,0.55713475,0.7211538461538461
43,0.5672877,0.6983173076923077
44,0.59930724,0.640625
45,0.4856332,0.7295673076923077
46,0.46624333,0.7908653846153846
47,0.6105041,0.6911057692307692
48,0.5559885,0.6959134615384616
49,0.64469737,0.6442307692307692
50,0.5644552,0.7524038461538461
51,0.66558534,0.5673076923076923
52,0.58793306,0.6826923076923077
53,0.6289145,0.625
54,0.55483377,0.7331730769230769
55,0.6784291,0.578125
56,0.5516479,0.7908653846153846
57,0.5219802,0.7487980769230769
58,0.5476508,0.8100961538461539
59,0.48746353,0.7560096153846154
60,0.6056483,0.640625
61,0.5998749,0.65625
62,0.4338608,0.7872596153846154
63,0.57460845,0.6790865384615384
64,0.62760794,0.65625
65,0.6051497,0.7331730769230769
66,0.5352449,0.7223557692307692
67,0.68799186,0.6021634615384616
68,0.6279649,0.7067307692307692
69,0.50756913,0.7872596153846154
70,0.5076705,0.7487980769230769
71,0.60818696,0.7175480769230769
72,0.8598828,0.5336538461538461
73,0.58075273,0.6959134615384616
74,0.4826817,0.7295673076923077
75,0.6366952,0.6322115384615384
76,0.5155336,0.7560096153846154
77,0.55466753,0.7788461538461539
78,0.56217724,0.6983173076923077
79,0.6673704,0.6682692307692308
80,0.5807942,0.6646634615384616
81,0.5690078,0.7175480769230769
82,0.60940367,0.640625
83,0.54900926,0.7644230769230769
84,0.50076896,0.7716346153846154
85,0.47289178,0.7596153846153846
86,0.478722,0.8064903846153846
87,0.54871744,0.6875
88,0.55081767,0.7800480769230769
89,0.680638,0.5865384615384616
90,0.5834632,0.6526442307692308
91,0.45395592,0.8221153846153846
92,0.53011847,0.7680288461538461
93,0.5463106,0.7451923076923077
94,0.5581741,0.7295673076923077
95,0.5934838,0.6634615384615384
96,0.5706957,0.6983173076923077
97,0.51142645,0.7211538461538461
98,0.44068292,0.8149038461538461
99,0.55893576,0.7355769230769231
100,0.58523726,0.6778846153846154
